,0
11482,27054659
11483,29453800
11484,28526579
11485,30531427
11486,9044569
11487,22804629
11488,31158439
11489,22132373
11490,8871580
11491,24439480
11492,26474607
11493,27212019
11494,23063459
11495,21084099
11496,14741400
11497,18333964
11498,18055113
11499,23027932
11500,19925559
11501,18926824
11502,17610166
11503,16973300
11504,24445319
11505,31540330
11506,20933032
11507,26190642
11508,24252211
11509,31301488
11510,19109488
11511,24367722
11512,20637744
11513,23271639
11514,12457737
11515,31092730
11516,22124781
11517,19139308
11518,32091028
11519,10961653
11520,15378612
11521,28543166
11522,22005552
11523,28405022
11524,26537817
11525,13678668
11526,25681413
11527,18428003
11528,24936435
11529,25096579
11530,28872910
11531,12356748
11532,27821430
11533,28105640
11534,21403029
11535,19922126
11536,8907321
11537,24703839
11538,19332122
11539,28710685
11540,28711596
11541,16903849
11542,23831581
11543,9226998
11544,30602569
11545,12710511
11546,22036560
11547,16690390
11548,28539831
11549,17538774
11550,27045653
11551,24239688
11552,30414557
11553,12757848
11554,29789341
11555,26362909
11556,18719118
11557,27322773
11558,25298304
11559,18802797
11560,25098532
11561,25613861
11562,15171736
11563,19041780
11564,27245636
11565,26084911
11566,11675877
11567,30850672
11568,15768029
11569,17150307
11570,20111867
11571,29895397
11572,16814528
11573,23253611
11574,27340545
11575,20829229
11576,26344877
11577,14734542
11578,28246392
11579,24780888
11580,22424126
11581,19104445
11582,16713195
11583,14744577
11584,23713734
11585,23182243
11586,27480424
11587,20435320
11588,31727149
11589,17076647
11590,15663483
11591,19379740
11592,26891847
11593,24501372
11594,24198230
11595,26202426
11596,22366794
11597,9029070
11598,25917047
11599,16598672
11600,12495572
11601,23580651
11602,17510659
11603,29449625
11604,18022844
11605,21876068
11606,9886096
11607,21839474
11608,26619801
11609,15973542
11610,31666678
11611,25141076
11612,20698585
11613,17631292
11614,17914180
11615,21062492
11616,18192269
11617,17916583
11618,15920660
11619,28741375
11620,22277530
11621,26099177
11622,15843422
11623,23635659
11624,24215292
11625,11935256
11626,14607308
11627,24346342
11628,19238316
11629,23707056
11630,11460829
11631,11331366
11632,16289867
11633,16084734
11634,30989810
11635,26341325
11636,19669652
11637,30260512
11638,18691571
11639,25081482
11640,15050430
11641,17804792
11642,22027401
11643,24934289
11644,15990113
11645,11388411
11646,16899637
11647,8899665
11648,24442855
11649,17453632
11650,30471417
11651,8263541
11652,11771766
11653,19670443
11654,30339928
11655,29181534
11656,15749392
11657,10882996
11658,22753137
11659,24726768
11660,20544928
11661,11369193
11662,29234142
11663,20540686
11664,26791230
11665,32479602
11666,20071543
11667,22264771
11668,21896316
11669,17706944
11670,28011392
11671,10726972
11672,16737688
11673,32142934
11674,12668759
11675,30861116
11676,16105836
11677,21254088
11678,15217349
11679,22481270
11680,27264390
11681,10430435
11682,7887412
11683,16895581
11684,19779023
11685,8069312
11686,23595219
11687,17969352
11688,16356650
11689,27038603
11690,7655471
11691,31722311
11692,15512905
11693,23744890
11694,18378676
11695,12151755
11696,11483858
11697,12896855
11698,18428000
11699,17997855
11700,23780345
11701,22166431
11702,10896029
11703,32779757
11704,12077002
11705,21159797
11706,25167588
11707,17346981
11708,26775178
11709,18770054
11710,20625092
11711,17114818
11712,30273700
11713,19344646
11714,32640133
11715,28694091
11716,28357805
11717,19495690
11718,12140271
11719,21964254
11720,29082510
11721,15827116
11722,15006704
11723,27977888
11724,27794540
11725,26069299
11726,24292003
11727,16793335
11728,12213295
11729,11442322
11730,22340366
11731,24474789
11732,32204915
11733,18588588
11734,26791617
11735,20562451
11736,20362558
11737,23100398
11738,22678056
11739,30422940
11740,21301041
11741,18596033
11742,27178390
11743,12840784
11744,20030219
11745,9191978
11746,30720798
11747,11717358
11748,30520038
11749,28315275
11750,28874134
11751,32331311
11752,30205960
11753,21921473
11754,28832631
11755,19797764
11756,15812301
11757,20152873
11758,17418584
11759,24692554
11760,11904761
11761,25805242
11762,10901229
11763,7655468
11764,26705123
11765,12101392
11766,29650983
11767,30885274
11768,24368417
11769,15579165
11770,9128396
11771,16375856
11772,11311985
11773,31332433
11774,17257622
11775,28485644
11776,30518612
11777,21678037
11778,16378088
11779,20517935
11780,29502344
11781,19307024
11782,15052629
11783,27400686
11784,22987392
11785,20472325
11786,24062161
11787,24945277
11788,28011744
11789,28120938
11790,18180444
11791,7870076
11792,27098787
11793,22643084
11794,24681328
11795,25509359
11796,11732268
11797,16120782
11798,21989221
11799,9973230
11800,21445241
11801,16736475
11802,17510731
11803,19699279
11804,9547233
11805,7673954
11806,18268244
11807,18319614
11808,22472631
11809,8930947
11810,19672955
11811,21437247
11812,28271284
11813,25123918
11814,14657037
11815,27348463
11816,8558169
11817,19171884
11818,9194892
11819,29299811
11820,19188595
11821,20565334
11822,18673445
11823,26691332
11824,20376892
11825,20450936
11826,22277531
11827,18263603
11828,25510661
11829,17107883
11830,23578448
11831,26928528
11832,22052354
11833,30728207
11834,18608099
11835,15033338
11836,11790392
11837,17005203
11838,12963370
11839,29478603
11840,27079797
11841,23866691
11842,22589106
11843,12590575
11844,19385056
11845,12783432
11846,23773010
11847,31777322
11848,19411082
11849,29564924
11850,10993681
11851,25589763
11852,28861801
11853,16174551
11854,20816908
11855,22821110
11856,17435754
11857,23537713
11858,26073124
11859,16184763
11860,18440237
11861,29486297
11862,31250273
11863,19107538
11864,16024047
11865,9021254
11866,20008901
11867,16567804
11868,17925878
11869,7478239
11870,3705821
11871,28947596
11872,9092140
11873,20132478
11874,12753090
11875,8940623
11876,16681429
11877,14753659
11878,11771768
11879,31221068
11880,7496169
11881,7582045
11882,8846232
11883,16423367
11884,25411487
11885,26615955
11886,9564180
11887,28859526
11888,8350919
11889,9266431
11890,11298796
11891,17128099
11892,16354415
11893,25711805
11894,25175835
11895,27617292
11896,17439705
11897,20740631
11898,24126158
11899,27140399
11900,15773903
11901,28472860
11902,16240482
11903,19116365
11904,15804265
11905,23043510
11906,30923003
11907,15490345
11908,30594811
11909,21620832
11910,11090857
11911,24066863
11912,14598305
11913,17569066
11914,25155020
11915,19022905
11916,25155093
11917,25497732
11918,23028733
11919,18004513
11920,28631959
11921,11675874
11922,22409356
11923,28987183
11924,29409023
11925,25301687
11926,19357085
11927,15326623
11928,25054289
11929,20648658
11930,16320313
11931,9349538
11932,26293199
11933,31262807
11934,19195085
11935,19074031
11936,30176351
11937,11096437
11938,23364049
11939,22795786
11940,31060816
11941,21937428
11942,15226618
11943,30735638
11944,10082867
11945,15189359
11946,16382787
11947,21777015
11948,25841322
11949,15288509
11950,25254338
11951,29513014
11952,30802001
11953,18991862
11954,12901841
11955,10617463
11956,10446925
11957,11723166
11958,7931234
11959,25623562
11960,25252949
11961,30454072
11962,26329154
11963,20309572
11964,26809777
11965,22521463
11966,10716886
11967,20381620
11968,26140698
11969,15134719
11970,12467894
11971,20732897
11972,27826939
11973,29102476
11974,12951233
11975,17214440
11976,14991384
11977,26754593
11978,11860498
11979,12095162
11980,30863976
11981,15170611
11982,23486940
11983,24615479
11984,20132483
11985,11251210
11986,29157189
11987,27942908
11988,25953779
11989,22234310
11990,24361555
11991,19607977
11992,23401612
11993,8846004
11994,17668067
11995,7937915
11996,18955116
11997,26107889
11998,17394546
11999,31439839
12000,25753484
12001,24995608
12002,11062847
12003,24256261
12004,26056941
12005,23784673
12006,27814735
12007,9073029
12008,19252282
12009,30553531
12010,25277755
12011,27560686
12012,25811799
12013,12390515
12014,9642682
12015,25381879
12016,29350764
12017,17387528
12018,29235404
12019,31554165
12020,11881998
12021,32427856
12022,16237174
12023,30579993
12024,15277615
12025,11563432
12026,2598036
12027,30420334
12028,32990004
12029,29421605
12030,27252059
12031,23816568
12032,24561226
12033,11113303
12034,24252707
12035,29524426
12036,19662664
12037,31504240
12038,18525129
12039,23523687
12040,10442458
12041,28667178
12042,15105833
12043,24327420
12044,15338332
12045,20149873
12046,20088808
12047,18252751
12048,27498392
12049,27220334
12050,19798557
12051,27490019
12052,28768149
12053,29107146
12054,31764802
12055,30317069
12056,24920631
12057,20921877
12058,15850679
12059,29305855
12060,15954227
12061,10794848
12062,29623835
12063,31707369
12064,19554612
12065,22982105
12066,19129751
12067,22294815
12068,30786259
12069,32878991
12070,18598780
12071,3631916
12072,29532386
12073,8480513
12074,30244005
12075,25455483
12076,15985574
12077,27709231
12078,22513506
12079,23305081
12080,22195161
12081,15509549
12082,18647633
12083,18768471
12084,24151909
12085,14600505
12086,27676471
12087,25457022
12088,15033800
12089,15230863
12090,19132224
12091,15170333
12092,19308965
12093,27340344
12094,2908897
12095,24961946
12096,28189744
12097,25125475
12098,30700530
12099,20167577
12100,21655287
12101,23270239
12102,12783912
12103,11679086
12104,28588301
12105,14625087
12106,7574261
12107,31888732
12108,25226301
12109,19428167
12110,15468912
12111,1754059
12112,15148325
12113,32006383
12114,1634705
12115,28764767
12116,11032614
12117,30640412
12118,24803227
12119,33382689
12120,11263756
12121,12805207
12122,27662756
12123,11038991
12124,23340502
12125,12650231
12126,15269474
12127,1913705
12128,15065742
12129,17897084
12130,17192684
12131,17643991
12132,12392766
12133,14733910
12134,15272144
12135,21947943
12136,32437347
12137,6592881
12138,15352138
12139,29568861
12140,24293102
12141,2808689
12142,22957416
12143,21529932
12144,6823578
12145,10873585
12146,18701050
12147,27579879
12148,20157251
12149,31163203
12150,15804207
12151,32619698
12152,15537891
12153,25096625
12154,30028503
12155,12917745
12156,17347320
12157,28515043
12158,22746213
12159,26241203
12160,10369213
12161,9179400
12162,32289286
12163,29873791
12164,21841246
12165,29463001
12166,23289709
12167,22678883
12168,28474567
12169,25556950
12170,23673315
12171,28984592
12172,10674489
12173,25991605
12174,25878183
12175,20723895
12176,27894874
12177,24477323
12178,11290389
12179,20050287
12180,12212789
12181,8821493
12182,16134939
12183,8993481
12184,11370580
12185,20170744
12186,10427597
12187,20930279
12188,29933535
12189,9515567
12190,27808372
12191,19793392
12192,29466703
12193,8697032
12194,25659514
12195,22641226
12196,30714961
12197,26679104
12198,15857927
12199,25760987
12200,16339765
12201,32469975
12202,16364207
12203,30444369
12204,11723370
12205,18397883
12206,30691479
12207,21376020
12208,7799001
12209,26255110
12210,26976043
12211,24565016
12212,19296551
12213,24119763
12214,28874056
12215,20405344
12216,17254021
12217,19375179
12218,26346130
12219,17168650
12220,23466605
12221,30529634
12222,16935943
12223,9708853
12224,23726868
12225,20204436
12226,28260614
12227,18572275
12228,24887203
12229,22044119
12230,30372679
12231,23102122
12232,29432613
12233,4052524
12234,25542503
12235,25410532
12236,20888796
12237,26595826
12238,29254665
12239,25746773
12240,1592575
12241,27142155
12242,20965613
12243,23465714
12244,2076828
12245,28285415
12246,24059301
12247,23872114
12248,12393239
12249,27509875
12250,31793911
12251,4004169
12252,10549169
12253,31902528
12254,8947284
12255,24568585
12256,22426021
12257,20946940
12258,14515751
12259,15911356
12260,30919493
12261,32375073
12262,15956816
12263,10600649
12264,10393846
12265,17908052
12266,22914588
12267,10643177
12268,7533847
12269,23352590
12270,17069698
12271,30316911
12272,26971932
12273,2079721
12274,7964686
12275,8999897
12276,16117499
12277,9844031
12278,29861070
12279,8829738
12280,6538056
12281,18931498
12282,29126887
12283,30909237
12284,23215636
12285,16564150
12286,27325408
12287,26721933
12288,26146790
12289,29254100
12290,21241801
12291,22570192
12292,31322563
12293,3952782
12294,19464701
12295,28963462
12296,27868476
12297,27103599
12298,24828380
12299,3735413
12300,9153464
12301,31516029
12302,7976784
12303,22155297
12304,32824985
12305,25921767
12306,30296470
12307,29802157
12308,16750894
12309,22213821
12310,30200516
12311,23157378
12312,18956768
12313,18172915
12314,23946409
12315,11168528
12316,23113255
12317,19954306
12318,7830071
12319,28533150
12320,10873554
12321,9726429
12322,7793229
12323,7566367
12324,29614660
12325,14969740
12326,21239495
12327,16272261
12328,1460783
12329,29703774
12330,1672808
12331,17012935
12332,22008263
12333,23027744
12334,22913737
12335,8841958
12336,31383337
12337,21489059
12338,11300725
12339,24454987
12340,3108930
12341,31255881
12342,21825236
12343,8786793
12344,18455870
12345,2481323
12346,9291481
12347,20956919
12348,21266042
12349,11413227
12350,24445401
12351,23752677
12352,31744003
12353,15051507
12354,8731378
12355,24005822
12356,15700180
12357,2459498
12358,23849878
12359,8515277
12360,11578838
12361,31816601
12362,12676372
12363,22279551
12364,23481689
12365,24706297
12366,29505610
12367,14729126
12368,32706255
12369,29545639
12370,24012003
12371,24788683
12372,17353259
12373,23180304
12374,15707619
12375,25168729
12376,29684505
12377,29132916
12378,1387300
12379,26104799
12380,2488305
12381,16582043
12382,30207232
12383,26936765
12384,21335660
12385,19442637
12386,11813244
12387,11754986
12388,29331876
12389,23678130
12390,11702052
12391,26810768
12392,31481170
12393,29966190
12394,18420288
12395,8050854
12396,24996204
12397,20207136
12398,10713577
12399,1373021
12400,21383495
12401,25854931
12402,29321508
12403,16267225
12404,27636528
12405,30706571
12406,7968373
12407,31922229
12408,27709493
12409,10499444
12410,26972535
12411,19716856
12412,21450369
12413,9225693
12414,31719297
12415,26113236
12416,2616041
12417,30592045
12418,20021392
12419,22503901
12420,9561441
12421,26310205
12422,22560840
12423,22666389
12424,12567890
12425,29109765
12426,15464268
12427,31081111
12428,26337292
12429,10502037
12430,20727860
12431,29551631
12432,25274193
12433,15488308
12434,6581838
12435,20696495
12436,11193162
12437,19320004
12438,28735062
12439,2557644
12440,23382999
12441,11733198
12442,15672550
12443,11597610
12444,18181031
12445,33090224
12446,30413934
12447,22739235
12448,16856868
12449,31710340
12450,27897204
12451,31247618
12452,21891867
12453,23527322
12454,30367958
12455,15595364
12456,17942819
12457,10193997
12458,27694965
12459,17291769
12460,9572587
12461,24591157
12462,15974901
12463,30957108
12464,17055614
12465,10818509
12466,10730061
12467,8220435
12468,27260836
12469,28184439
12470,15123344
12471,17368652
12472,22233886
12473,31150651
12474,23671023
12475,7525898
12476,22272811
12477,10381557
12478,25333200
12479,26976670
12480,26401933
12481,25394486
12482,30990952
12483,13678666
12484,29325995
12485,25503661
12486,27744252
12487,20648649
12488,1542372
12489,31373375
12490,31510042
12491,17262962
12492,16401840
12493,31902793
12494,18346200
12495,29278274
12496,18536382
12497,17344052
12498,26335643
12499,25004204
12500,25910195
12501,30958383
12502,21538915
12503,3404192
12504,21751079
12505,11677045
12506,17851196
12507,10801254
12508,18353561
12509,32131898
12510,15977985
12511,18675923
12512,15505366
12513,25176222
12514,17480241
12515,11902218
12516,24607963
12517,18449948
12518,28342971
12519,19012391
12520,16112736
12521,27005959
12522,31213631
12523,31304907
12524,27633250
12525,25125468
12526,30664148
12527,17266523
12528,2935594
12529,15582912
12530,30823403
12531,3949165
12532,12030277
12533,31127772
12534,15287076
12535,8829739
12536,15497469
12537,23933966
12538,29735445
12539,29676229
12540,19266703
12541,21157029
12542,9089387
12543,21999410
12544,12480183
12545,26671158
12546,11744168
12547,15099670
12548,24059308
12549,20471717
12550,11173886
12551,15088852
12552,31121890
12553,1361232
12554,9778267
12555,20127037
12556,16442186
12557,29852870
12558,10227647
12559,30635637
12560,27659954
12561,18057555
12562,30530228
12563,27384491
12564,6731164
12565,29128811
12566,15207433
12567,18534764
12568,20656495
12569,29775888
12570,31616139
12571,30639387
12572,28138159
12573,12123558
12574,25680265
12575,21623958
12576,30315879
12577,20724152
12578,12677450
12579,30289959
12580,27022730
12581,28529627
12582,25485684
12583,18622613
12584,12928050
12585,10858595
12586,10765041
12587,9024664
12588,29906562
12589,31847859
12590,30577562
12591,28702899
12592,29736745
12593,24279833
12594,32144518
12595,18827923
12596,21502597
12597,9240421
12598,30448835
12599,21593563
12600,12618290
12601,2214306
12602,22742981
12603,23528227
12604,19925417
12605,14671188
12606,31444142
12607,31586701
12608,18072715
12609,17851183
12610,1642228
12611,30186862
12612,21904637
12613,8983039
12614,14743455
12615,22948140
12616,24503167
12617,28638989
12618,21514692
12619,28482641
12620,17721818
12621,18083148
12622,21605053
12623,33006621
12624,19145080
12625,24815354
12626,21704433
12627,15854776
12628,9266422
12629,13678674
12630,21272192
12631,26923023
12632,27235708
12633,16426772
12634,15029079
12635,29568940
12636,18023978
12637,19729484
12638,31015456
12639,1520404
12640,27437944
12641,27494062
12642,30539409
12643,20413861
12644,2939924
12645,26786145
12646,15068244
12647,7740559
12648,31028606
12649,27396406
12650,18164103
12651,30610927
12652,7500834
12653,16000317
12654,24324968
12655,21418511
12656,24616592
12657,22869155
12658,22045496
12659,9774820
12660,19536424
12661,1346149
12662,8287118
12663,8730853
12664,13130389
12665,23245572
12666,1627256
12667,23909924
12668,23197725
12669,26539816
12670,22890094
12671,25500937
12672,28918286
12673,24027266
12674,17049675
12675,16988475
12676,27486879
12677,27875990
12678,22926288
12679,1321966
12680,9562464
12681,9447440
12682,11922141
12683,11113612
12684,19453410
12685,8584231
12686,20398792
12687,15623696
12688,21911048
12689,25686000
12690,26572055
12691,28619096
12692,22663067
12693,15099158
12694,23486975
12695,23013352
12696,22492996
12697,8813277
12698,30878614
12699,25895831
12700,24128814
12701,23036017
12702,16780289
12703,22461064
12704,27430591
12705,2444063
12706,16223958
12707,19596066
12708,31454514
12709,31967744
12710,22492027
12711,23932983
12712,25426519
12713,31276244
12714,20845789
12715,15168668
12716,10834946
12717,7592716
12718,28122529
12719,27318133
12720,11433600
12721,8581561
12722,15665402
12723,19769463
12724,27189469
12725,17204443
12726,12732394
12727,6225032
12728,19676137
12729,18565815
12730,20117177
12731,27240539
12732,16551656
12733,16968747
12734,15681626
12735,15906058
12736,1707726
12737,9689449
12738,9514828
12739,9408801
12740,24614273
12741,19793158
12742,388965
12743,8301883
12744,26617286
12745,25176146
12746,10667110
12747,9345695
12748,26086964
12749,20838239
12750,28223223
12751,30290256
12752,24825565
12753,31394905
12754,26159898
12755,26738358
12756,19405147
12757,30539783
12758,26035058
12759,1927277
12760,2761669
12761,26671095
12762,11044776
12763,26762507
12764,32082407
12765,8208407
12766,12502015
12767,29710707
12768,18779764
12769,15171543
12770,17253770
12771,16630547
12772,2630382
12773,1764857
12774,2898011
12775,17293537
12776,25148700
12777,29120328
12778,32223973
12779,8871590
12780,19502708
12781,26051930
12782,24837743
12783,25582749
12784,19549559
12785,25601181
12786,29728920
12787,32054832
12788,22057784
12789,11230874
12790,18992014
12791,16473372
12792,27020329
12793,26791445
12794,30771604
12795,8378466
12796,25812965
12797,14501005
12798,21799245
12799,10963897
12800,30957959
12801,26025363
12802,16943564
12803,31250747
12804,29782957
12805,19670951
12806,9452008
12807,22425753
12808,23427404
12809,26928013
12810,17917164
12811,32207951
12812,19939227
12813,27219682
12814,20083179
12815,9405710
12816,25669145
12817,24621265
12818,30245233
12819,19606063
12820,9880565
12821,19072283
12822,21914569
12823,23821337
12824,20227464
12825,15858821
12826,29701781
12827,9681642
12828,1776735
12829,15582282
12830,17911365
12831,14755451
12832,29499679
12833,16712493
12834,21502479
12835,16914833
12836,1378987
12837,16266282
12838,29096630
12839,22532571
12840,17784957
12841,28051110
12842,25443287
12843,19758783
12844,21860091
12845,15190682
12846,20517864
12847,12882323
12848,26027901
12849,29964071
12850,22867886
12851,8100816
12852,7595651
12853,22464639
12854,15626821
12855,25783437
12856,30040727
12857,21998304
12858,27003215
12859,29272333
12860,17902044
12861,22330827
12862,6691468
12863,18387558
12864,10879686
12865,18248894
12866,27442752
12867,26741695
12868,8637611
12869,12813848
12870,18162398
12871,15365176
12872,15314251
12873,24157928
12874,32171317
12875,25809805
12876,21585051
12877,28551354
12878,12634421
12879,10964610
12880,29171999
12881,25385369
12882,10218631
12883,20969897
12884,29634094
12885,31842924
12886,21784322
12887,22221769
12888,1350050
12889,29608645
12890,12667645
12891,28751497
12892,22886008
12893,8744411
12894,7579024
12895,17515111
12896,18307244
12897,18348684
12898,12152783
12899,25988948
12900,15775718
12901,9823829
12902,26647494
12903,22343072
12904,20850798
12905,16842945
12906,17234302
12907,19760337
12908,7248575
12909,26632816
12910,22551914
12911,14686804
12912,14517947
12913,17240059
12914,15473963
12915,7550595
12916,21978867
12917,27443962
12918,25502766
12919,19883495
12920,26212776
12921,27411339
12922,19134003
12923,9701674
12924,10482263
12925,24107621
12926,15084794
12927,22116524
12928,16341549
12929,1859299
12930,24099785
12931,30061577
12932,12636178
12933,12716134
12934,18363809
12935,3408241
12936,23473707
12937,22811216
12938,27665848
12939,8532107
12940,32096036
12941,10075695
12942,12868200
12943,9672817
12944,10474059
12945,29971140
12946,25239520
12947,22742537
12948,23775301
12949,27235273
12950,12861833
12951,23900018
12952,25716354
12953,15453269
12954,26503418
12955,27559086
12956,29574628
12957,10674995
12958,29027435
12959,26384512
12960,24915960
12961,27357011
12962,23627707
12963,31694701
12964,2002886
12965,19661622
12966,25766898
12967,21098403
12968,20561999
12969,12165737
12970,32216003
12971,31415981
12972,31931140
12973,24439168
12974,19836440
12975,16914266
12976,14552867
12977,22915243
12978,9071641
12979,25233405
12980,32098407
12981,28269788
12982,31131787
12983,32360636
12984,18818877
12985,27439966
12986,14617773
12987,27538622
12988,19623258
12989,12628233
12990,18401056
12991,23803297
12992,31378059
12993,26656068
12994,29257339
12995,15760652
12996,32583667
12997,26510576
12998,26258756
12999,10520737
13000,20101629
13001,20923778
13002,20873562
13003,12541015
13004,19302985
13005,25633095
13006,29363967
13007,22054870
13008,20170526
13009,33018339
13010,20005283
13011,23023803
13012,7817592
13013,12895452
13014,24465270
13015,1372157
13016,29802200
13017,29339105
13018,20413849
13019,18242850
13020,26130324
13021,23279943
13022,11265355
13023,17034343
13024,12490529
13025,20454929
13026,18842138
13027,31826239
13028,18996360
13029,26166589
13030,16364684
13031,25650666
13032,31295555
13033,21320609
13034,26918424
13035,22277654
13036,8836942
13037,29667427
13038,27340842
13039,27312143
13040,15119989
13041,29079469
13042,25260493
13043,8044677
13044,25631714
13045,27188290
13046,27080585
13047,23948933
13048,25649991
13049,9003488
13050,21968275
13051,23098038
13052,2222781
13053,25089827
13054,30185534
13055,16169124
13056,29550981
13057,30858094
13058,24602793
13059,24291393
13060,10560656
13061,19554671
13062,22728092
13063,31561357
13064,23572515
13065,12782964
13066,1897426
13067,26159191
13068,7914148
13069,8080245
13070,12570027
13071,12391607
13072,22072713
13073,23817016
13074,27461792
13075,1456073
13076,18703522
13077,26549854
13078,15992827
13079,29476059
13080,30110626
13081,31134678
13082,31151057
13083,22189901
13084,26816006
13085,31914222
13086,23156717
13087,25312309
13088,9166100
13089,10671320
13090,31377247
13091,10373494
13092,10708767
13093,26721513
13094,3227965
13095,21123754
13096,31096213
13097,16637593
13098,9273897
13099,29738850
13100,10208273
13101,24502142
13102,11055049
13103,30498091
13104,9040504
13105,6199464
13106,22849649
13107,24762948
13108,26581638
13109,1317496
13110,25252744
13111,27629708
13112,1831952
13113,11001930
13114,26002757
13115,18387741
13116,24499794
13117,11287373
13118,31402620
13119,16432153
13120,22882361
13121,28173111
13122,21823483
13123,14632241
13124,29804103
13125,30298620
13126,27470554
13127,6335404
13128,17627676
13129,30088171
13130,15858813
13131,27871037
13132,18625500
13133,22248049
13134,27641666
13135,12074840
13136,16917149
13137,2505201
13138,29885420
13139,29680859
13140,28005991
13141,29400565
13142,16252377
13143,10666687
13144,10326778
13145,17240813
13146,15126281
13147,30769159
13148,30540319
13149,29908215
13150,30681434
13151,8399808
13152,26827657
13153,17496198
13154,31228807
13155,32035129
13156,12843567
13157,9165306
13158,24885175
13159,24212033
13160,17431419
13161,11755001
13162,11717357
13163,22798221
13164,26653563
13165,17029687
13166,26576771
13167,28257929
13168,29371683
13169,24063264
13170,29464986
13171,10786709
13172,19519625
13173,21903360
13174,27302062
13175,11112933
13176,15791354
13177,31272697
13178,2569349
13179,26349987
13180,19457109
13181,21329662
13182,12654342
13183,26126864
13184,32352165
13185,24534321
13186,27552320
13187,31612296
13188,11468310
13189,22872171
13190,10402486
13191,27357282
13192,1379780
13193,16250071
13194,15644407
13195,21368375
13196,15980630
13197,11436125
13198,11130327
13199,30126555
13200,30123243
13201,23362255
13202,24467601
13203,28478439
13204,24200016
13205,18680556
13206,29562600
13207,9486483
13208,7549128
13209,9760114
13210,18430995
13211,23614862
13212,11563821
13213,15201478
13214,26050556
13215,29578387
13216,21287786
13217,19826901
13218,31096308
13219,9914436
13220,10996445
13221,30264378
13222,28102888
13223,22899317
13224,32108694
13225,27329428
13226,29317984
13227,18336325
13228,17634870
13229,29255909
13230,16332175
13231,32036422
13232,9562467
13233,25660297
13234,29994324
13235,27094132
13236,11861776
13237,19433662
13238,26587902
13239,4090942
13240,8930326
13241,26606553
13242,19630534
13243,26071678
13244,24297504
13245,15773910
13246,16003932
13247,30500334
13248,9665462
13249,3797686
13250,15544507
13251,26994819
13252,21568932
13253,25981226
13254,27135718
13255,29246792
13256,30361890
13257,6152197
13258,8450977
13259,28068564
13260,20521980
13261,9848802
13262,27392858
13263,9461605
13264,29427204
13265,7615346
13266,8610304
13267,28649128
13268,24121966
13269,31678156
13270,32488024
13271,22112162
13272,23173065
13273,24338704
13274,17566082
13275,21307267
13276,16033782
13277,2690125
13278,30821607
13279,19210549
13280,29957916
13281,24961717
13282,30257937
13283,19602426
13284,22009041
13285,22306846
13286,15202764
13287,30296051
13288,2128513
13289,26295825
13290,12515899
13291,28974731
13292,27856911
13293,23042212
13294,20693631
13295,26906357
13296,23541491
13297,18317569
13298,15123334
13299,30149457
13300,7595508
13301,17175070
13302,18400101
13303,9749607
13304,22034983
13305,22689192
13306,11134386
13307,27320287
13308,20298972
13309,21593432
13310,23478303
13311,24063855
13312,16513040
13313,26517091
13314,27103528
13315,15843052
13316,25862420
13317,14624066
13318,31327391
13319,7824112
13320,26123488
13321,12717669
13322,30430925
13323,23727081
13324,22860177
13325,2841371
13326,22892349
13327,18090425
13328,31362689
13329,2060834
13330,21459773
13331,10766998
13332,15750212
13333,27120188
13334,23859549
13335,26746668
13336,29231139
13337,18295378
13338,19749437
13339,24911167
13340,22015188
13341,32007991
13342,27287957
13343,24244950
13344,26086184
13345,31298838
13346,21441028
13347,20641163
13348,1647485
13349,7580193
13350,30877034
13351,15788274
13352,10536921
13353,24831823
13354,9697937
13355,23403874
13356,21526197
13357,29154282
13358,20808133
13359,10909152
13360,32186136
13361,21088470
13362,10490274
13363,29283047
13364,9712734
13365,12480732
13366,19087670
13367,27478060
13368,12213959
13369,15956265
13370,24270855
13371,3156963
13372,32694537
13373,21708223
13374,15851726
13375,18654878
13376,9220093
13377,28487125
13378,12456056
13379,22209813
13380,17556102
13381,11027218
13382,15452132
13383,9447450
13384,11311497
13385,17342416
13386,31441726
13387,26993346
13388,15485484
13389,27498054
13390,31755389
13391,21669286
13392,27992572
13393,25891836
13394,23257976
13395,3096593
13396,22677746
13397,27966041
13398,19414486
13399,22261363
13400,8691432
13401,32095983
13402,31119171
13403,2285003
13404,22190428
13405,24024948
13406,17376152
13407,19664621
13408,28777754
13409,32475946
13410,18383721
13411,24059320
13412,26358770
13413,20160453
13414,21764520
13415,28874525
13416,7685863
13417,25204299
13418,20438209
13419,9280167
13420,16151530
13421,27567833
13422,30150062
13423,25832502
13424,26999091
13425,16260066
13426,11703561
13427,23710919
13428,25529196
13429,8317268
13430,18688078
13431,26780497
13432,25554494
13433,20029386
13434,22055015
13435,18774201
13436,14597556
13437,2774507
13438,12230328
13439,30567315
13440,30844489
13441,19271249
13442,28501671
13443,1953966
13444,8411006
13445,7993133
13446,29615132
13447,19962426
13448,18470479
13449,21459473
13450,32457210
13451,10876793
13452,18855587
13453,23457231
13454,8872870
13455,12044628
13456,8064100
13457,7728220
13458,9329686
13459,9386855
13460,19462260
13461,25135709
13462,22571985
13463,27981642
13464,30199818
13465,22621777
13466,30397009
13467,27997355
13468,2136210
13469,23889051
13470,12410379
13471,20030829
13472,31152860
13473,30194628
13474,22984283
13475,10483782
13476,8960718
13477,11844848
13478,23485813
13479,30631041
13480,7777179
